id,all_col_names,cat_col_names,description,end_date,num_categorical,num_columns,num_spatial,num_temporal,size,spatial_col_names,start_date,temporal_col_names,title,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,title_x,title_y,description_x,description_y,title_and_description_x,title_and_description_y,column_name_x,column_name_y
10,"vendorid, lpep_pickup_datetime, lpep_dropoff_datetime, store_and_fwd_flag, ratecodeid, pulocationid, dolocationid, passenger_count, trip_distance, fare_amount, extra, mta_tax, tip_amount, tolls_amount, ehail_fee, improvement_surcharge, total_amount, payment_type, trip_type",store_and_fwd_flag,"This dataset includes trip records from all trips completed in green taxis in NYC in 2017. Records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Livery Passenger Enhancement Program (LPEP). The trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data.",5/1/23,1,19,0,2,1108721427,,1/1/19,"lpep_pickup_datetime, lpep_dropoff_datetime",2017 Green Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42798253,0.603498968,0.468381345,0.669377893,0.534508396,0.465715581,0.401096374,0.021491915
11,"vendorid, lpep_pickup_datetime, lpep_dropoff_datetime, store_and_fwd_flag, ratecodeid, pulocationid, dolocationid, passenger_count, trip_distance, fare_amount, extra, mta_tax, tip_amount, tolls_amount, ehail_fee, improvement_surcharge, total_amount, payment_type, trip_type, congestion_surcharge",store_and_fwd_flag,"These records are generated from the trip record submissions made by green taxi Technology Service Providers (TSPs). Each row represents a single trip in a green taxi in 2020.  The trip records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts.",5/1/23,1,20,0,2,165714905,,1/1/19,"lpep_pickup_datetime, lpep_dropoff_datetime",2020 Green Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25450884,0.388728758,0.467271729,0.611473463,0.524848055,0.493345049,0.401096403,0.021491831
12,"vendorid, lpep_pickup_datetime, lpep_dropoff_datetime, store_and_fwd_flag, ratecodeid, pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude, passenger_count, trip_distance, fare_amount, extra, mta_tax, tip_amount, tolls_amount, ehail_fee, improvement_surcharge, total_amount, payment_type, trip_type_, pulocationid, dolocationid",store_and_fwd_flag,"This dataset includes trip records from all trips completed in green taxis in NYC in 2016. Records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Livery Passenger Enhancement Program (LPEP). The trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data.",5/1/23,1,23,4,2,2229139706,"pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude",1/1/19,"lpep_pickup_datetime, lpep_dropoff_datetime",2016 Green Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264776518,0.512252308,0.472377808,0.640735282,0.510856378,0.478449557,0.402231426,0.019421207
13,"vendorid, lpep_pickup_datetime, lpep_dropoff_datetime, store_and_fwd_flag, ratecodeid, pulocationid, dolocationid, passenger_count, trip_distance, fare_amount, extra, mta_tax, tip_amount, tolls_amount, ehail_fee, improvement_surcharge, total_amount, payment_type, trip_type",store_and_fwd_flag,"The yellow and green taxi trip records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Taxicab & Livery Passenger Enhancement Programs (TPEP/LPEP). The trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data.
For more information please refer to http://www.nyc.gov/html/tlc/html/about/trip_record_data.shtml",5/1/23,1,19,0,2,831555081,,1/1/19,"lpep_pickup_datetime, lpep_dropoff_datetime",2018 Green Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5298231,0.560829654,0.595011678,0.468251349,0.516797748,0.565608649,0.401096374,0.021491915
14,"vendorid, tpep_pickup_datetime, tpep_dropoff_datetime, passenger_count, trip_distance, ratecodeid, store_and_fwd_flag, pulocationid, dolocationid, payment_type, fare_amount, extra, mta_tax, tip_amount, tolls_amount, improvement_surcharge, total_amount, congestion_surcharge",store_and_fwd_flag,"These records are generated from the trip record submissions made by yellow taxi Technology Service Providers (TSPs). Each row represents a single trip in a yellow taxi in 2020.  The trip records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts.",5/1/23,1,18,0,2,2394264201,,1/1/19,"tpep_pickup_datetime, tpep_dropoff_datetime",2020 Yellow Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.620231201,0.562788091,0.459001932,0.629794711,0.568369959,0.635038614,0.400707718,0.021801628
15,"vendorid, tpep_pickup_datetime, tpep_dropoff_datetime, passenger_count, trip_distance, ratecodeid, store_and_fwd_flag, pulocationid, dolocationid, payment_type, fare_amount, extra, mta_tax, tip_amount, tolls_amount, improvement_surcharge, total_amount, congestion_surcharge",store_and_fwd_flag,"These records are generated from the trip record submissions made by yellow taxi Technology Service Providers (TSPs). Each row represents a single trip in a yellow taxi in 2021. The trip records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts.",5/1/23,1,18,0,2,3008826606,,1/1/19,"tpep_pickup_datetime, tpep_dropoff_datetime",2021 Yellow Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.645598436,0.395524931,0.468720053,0.598016466,0.516568738,0.582170558,0.400707718,0.021801628
16,"vendorid, tpep_pickup_datetime, tpep_dropoff_datetime, passenger_count, trip_distance, ratecodeid, store_and_fwd_flag, pulocationid, dolocationid, payment_type, fare_amount, extra, mta_tax, tip_amount, tolls_amount, improvement_surcharge, total_amount",store_and_fwd_flag,"This dataset includes trip records from all trips completed in yellow taxis from in NYC during 2017. Records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Taxicab Passenger Enhancement Program (TPEP). The trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data.",5/1/23,1,17,0,2,7623434311,,1/1/19,"tpep_pickup_datetime, tpep_dropoff_datetime",2017 Yellow Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.377371479,0.515920064,0.439784716,0.653429224,0.358547677,0.370388209,0.400707804,0.02180157
17,"vendorid, tpep_pickup_datetime, tpep_dropoff_datetime, passenger_count, trip_distance, ratecodeid, store_and_fwd_flag, pulocationid, dolocationid, payment_type, fare_amount, extra, mta_tax, tip_amount, tolls_amount, improvement_surcharge, total_amount",store_and_fwd_flag,"The yellow and green taxi trip records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Taxicab & Livery Passenger Enhancement Programs (TPEP/LPEP). The  trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data.
For more information please refer to http://www.nyc.gov/html/tlc/html/about/trip_record_data.shtml",5/1/23,1,17,0,2,9087524935,,1/1/19,"tpep_pickup_datetime, tpep_dropoff_datetime",2018 Yellow Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.551088275,0.565649911,0.594973148,0.46824253,0.475436252,0.583119708,0.400707804,0.02180157
18,"vendorid, lpep_pickup_datetime, lpep_dropoff_datetime, store_and_fwd_flag, ratecodeid, pulocationid, dolocationid, passenger_count, trip_distance, fare_amount, extra, mta_tax, tip_amount, tolls_amount, ehail_fee, improvement_surcharge, total_amount, payment_type, trip_type, congestion_surcharge",store_and_fwd_flag,"The yellow and green taxi trip records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Taxicab & Livery Passenger Enhancement Programs (TPEP/LPEP). The trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data.
For more information please refer to http://www.nyc.gov/html/tlc/html/about/trip_record_data.shtml",5/1/23,1,20,0,2,583280181,,1/1/19,"lpep_pickup_datetime, lpep_dropoff_datetime",2019 Green Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.506240096,0.295468648,0.59491774,0.468182613,0.520368981,0.577147532,0.401096403,0.021491831
19,"vendorid, tpep_pickup_datetime, tpep_dropoff_datetime, passenger_count, trip_distance, ratecodeid, store_and_fwd_flag, pulocationid, dolocationid, payment_type, fare_amount, extra, mta_tax, tip_amount, tolls_amount, improvement_surcharge, total_amount, congestion_surcharge",store_and_fwd_flag,"The yellow and green taxi trip records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Taxicab & Livery Passenger Enhancement Programs (TPEP/LPEP). The  trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data.
For more information please refer to http://www.nyc.gov/html/tlc/html/about/trip_record_data.shtml",5/1/23,1,18,0,2,8197837930,,1/1/19,"tpep_pickup_datetime, tpep_dropoff_datetime",2019 Yellow Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.528023079,0.496526703,0.594982057,0.468122495,0.478139514,0.590656991,0.400707718,0.021801628
20,"vendorid, lpep_pickup_datetime, lpep_dropoff_datetime, store_and_fwd_flag, ratecodeid, pulocationid, dolocationid, passenger_count, trip_distance, fare_amount, extra, mta_tax, tip_amount, tolls_amount, ehail_fee, improvement_surcharge, total_amount, payment_type, trip_type, congestion_surcharge",store_and_fwd_flag,"These records are generated from the trip record submissions made by green taxi Technology Service Providers (TSPs). Each row represents a single trip in a green taxi in 2021. The trip records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts.",5/1/23,1,20,0,2,102329648,,1/1/19,"lpep_pickup_datetime, lpep_dropoff_datetime",2021 Green Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.508619788,0.298027226,0.408758023,0.613679055,0.505683853,0.559781349,0.401096403,0.021491831
21,"vendorid, tpep_pickup_datetime, tpep_dropoff_datetime, passenger_count, trip_distance, pickup_longitude, pickup_latitude, ratecodeid, store_and_fwd_flag, dropoff_longitude, dropoff_latitude, payment_type, fare_amount, extra, mta_tax, tip_amount, tolls_amount, total_amount, pickup_location, dropoff_location","vendorid, payment_type","Filter cards by selecting date ranges on date/time cards, typing freeform text into search cards, or clicking the columns in the column card. 

This dataset includes trip records from all trips completed in yellow taxis in NYC in 2009.  Records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Taxicab Passenger Enhancement Program (TPEP).  The  trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data.",5/1/23,2,20,6,2,5029388359,"pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude",1/1/19,"tpep_pickup_datetime, tpep_dropoff_datetime",2009 Yellow Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.513053985,0.368243426,0.462049358,0.609874422,0.440060175,0.609834736,0.401368004,0.019513345
22,"vendorid, tpep_pickup_datetime, dropoff_datetime, passenger_count, trip_distance, pickup_longitude, pickup_latitude, ratecodeid, store_and_fwd_flag, dropoff_longitude, dropoff_latitude, payment_type, fare_amount, extra, mta_tax, tip_amount, tolls_amount, total_amount, pickup_location, dropoff_location","vendorid, store_and_fwd_flag, payment_type","Filter cards by selecting date ranges on date/time cards, typing freeform text into search cards, or clicking the columns in the column card. 

This dataset includes trip records from all trips completed in yellow taxis in NYC in 2010.  Records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Taxicab Passenger Enhancement Program (TPEP).  The  trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data.",5/1/23,3,20,4,2,309706823,"pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude",1/1/19,"tpep_pickup_datetime, dropoff_datetime",2010 Yellow Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609169433,0.328191848,0.443643501,0.596115979,0.467746402,0.588298775,0.411475081,0.013438263
23,"vendor_id, pickup_datetime, dropoff_datetime, passenger_count, trip_distance, pickup_longitude, pickup_latitude, store_and_fwd_flag, dropoff_longitude, dropoff_latitude, payment_type, fare_amount, mta_tax, tip_amount, tolls_amount, total_amount, imp_surcharge, extra, rate_code","vendor_id, store_and_fwd_flag, payment_type","This dataset includes trip records from all trips completed in yellow taxis in NYC in 2014.  Records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Taxicab Passenger Enhancement Program (TPEP).  The  trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data. 
Data Dictionary for this dataset can be found here:   
http://www.nyc.gov/html/tlc/downloads/pdf/data_dictionary_trip_records_yellow.pdf",5/1/23,3,19,4,2,2148982855,"pickup_longitude, pickup_latitude, dropoff_longitude, dropoff_latitude",1/1/19,"pickup_datetime, dropoff_datetime",2014 Yellow Taxi Trip Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.669353124,0.62585963,0.423048025,0.681775644,0.51013329,0.548469113,0.402920428,0.018425896
